Nisken.no ,Station ,Latitude,Longitude,Bot. Depth.m,Depth,StrainGaugePressure,Conductivity,Salinity,Temperature,PotentialTemp.,Density,Sigmatheta,Oxygen,Oxygen,PAR.Irradiance,ISUS,Nitrate
,108,31.303,-79.337,,131,191.377,53.706516,36.8138,23.2898,23.2623,1025.7948,25.2334,4.057,84.02,2.64E+00,-1.0275433,0.36611777
,108,31.303,-79.337,,132,192.844,53.685857,36.8189,23.2641,23.2369,1025.8104,25.2448,4.0595,84.035,2.55E+00,-0.7975515,0.372649537
,108,31.303,-79.337,,133,194.31,53.645729,36.8248,23.22,23.1919,1025.8324,25.2624,4.0762,84.319,2.45E+00,-0.9379245,0.368662944
,108,31.303,-79.337,,134,195.767,53.629755,36.8251,23.2042,23.1762,1025.8415,25.2672,4.0863,84.506,2.35E+00,-0.6558658,0.376673411
,108,31.303,-79.337,,135,197.223,53.610081,36.8221,23.1892,23.1613,1025.8479,25.2693,4.0555,83.846,2.26E+00,-0.554221,0.379560124
,108,31.303,-79.337,,136,198.69,53.56457,36.8339,23.1326,23.1039,1025.878,25.295,4.0171,82.975,2.16E+00,-0.4521497,0.382458949
,108,31.303,-79.337,,137,200.151,53.6059,36.8622,23.1367,23.1083,1025.9024,25.3152,4.0004,82.649,2.08E+00,-1.2264581,0.36046859
,108,31.303,-79.337,,138,201.616,53.631959,36.8649,23.1571,23.1283,1025.9029,25.3114,3.9848,82.358,2.02E+00,0.201043,0.401009621
,108,31.303,-79.337,,139,203.073,53.636991,36.8676,23.1582,23.1292,1025.909,25.3132,3.9762,82.182,1.95E+00,-1.0816248,0.364581856
,108,31.303,-79.337,,140,204.532,53.643739,36.8688,23.1625,23.1333,1025.913,25.3129,3.9811,82.29,1.88E+00,-1.9004316,0.341327743
,108,31.303,-79.337,,141,205.996,53.641222,36.8697,23.1587,23.1293,1025.9191,25.3148,3.9893,82.455,1.81E+00,-0.4936021,0.3812817
,108,31.303,-79.337,,142,207.459,53.639088,36.8715,23.1542,23.1246,1025.9261,25.3175,3.9861,82.384,1.76E+00,-2.0111761,0.338182599
,108,31.303,-79.337,,143,208.92,53.644945,36.8762,23.1536,23.1237,1025.9342,25.3213,3.9668,81.986,1.70E+00,-1.0785065,0.364670415
,108,31.303,-79.337,,144,210.389,53.647314,36.8875,23.1417,23.1118,1025.9506,25.3334,3.9704,82.048,1.64E+00,-0.3833798,0.384412014
,108,31.303,-79.337,,145,211.841,53.653922,36.9027,23.1299,23.0994,1025.9699,25.3485,3.9773,82.181,1.58E+00,-0.0763535,0.393131561
,108,31.303,-79.337,,146,213.299,53.664231,36.9094,23.1305,23.1002,1025.9792,25.3534,3.9849,82.344,1.53E+00,0.3175933,0.40431965
,108,31.303,-79.337,,147,214.764,53.671204,36.9132,23.132,23.1014,1025.986,25.356,3.9755,82.153,1.47E+00,-0.519135,0.380556566
,108,31.303,-79.337,,148,216.231,53.663306,36.9144,23.123,23.0922,1025.9938,25.3595,3.9619,81.86,1.41E+00,-2.0024525,0.338430349
,108,31.303,-79.337,,149,217.696,53.649859,36.9143,23.1101,23.0793,1026.0019,25.3632,3.9607,81.817,1.36E+00,-3.1215692,0.306647435
,108,31.303,-79.337,,150,219.145,53.629526,36.9128,23.0928,23.0615,1026.0102,25.3673,3.9797,82.184,1.31E+00,-1.8317305,0.343278854
,108,31.303,-79.337,,151,220.612,53.613672,36.9146,23.0756,23.0443,1026.0209,25.3736,3.9811,82.188,1.25E+00,-0.8796915,0.370316761
,108,31.303,-79.337,,152,222.072,53.599489,36.9134,23.0637,23.0319,1026.0279,25.3763,3.9884,82.32,1.21E+00,-1.6770018,0.347673149
,108,31.303,-79.337,,153,223.532,53.5904,36.9142,23.054,23.022,1026.0357,25.3798,3.9869,82.276,1.17E+00,-1.3411667,0.357210866
,108,31.303,-79.337,,154,224.999,53.560674,36.9073,23.034,23.0023,1026.0405,25.3803,3.9876,82.261,1.12E+00,-0.9643729,0.36791181
,108,31.303,-79.337,,155,226.459,53.490771,36.8996,22.9779,22.946,1026.0554,25.3908,3.9802,82.024,1.09E+00,-1.3230472,0.35772546
,108,31.303,-79.337,,156,227.919,53.411773,36.896,22.9088,22.8767,1026.0773,25.4082,3.9888,82.1,1.06E+00,-0.948975,0.36834911
,108,31.303,-79.337,,157,229.383,53.356246,36.9033,22.8493,22.8162,1026.1047,25.4313,4.0079,82.408,1.03E+00,-0.3780516,0.384563335
,108,31.303,-79.337,,158,230.841,53.307292,36.8873,22.8212,22.7894,1026.1047,25.4269,4.0181,82.573,9.98E-01,-1.1759919,0.36190183
,108,31.303,-79.337,,159,232.305,53.222226,36.8708,22.7608,22.7287,1026.1141,25.4319,4.0117,82.346,9.66E-01,-0.9949909,0.367042258
,108,31.303,-79.337,,160,233.764,53.189189,36.8961,22.7018,22.6684,1026.1551,25.4685,3.9877,81.78,9.37E-01,-1.1599011,0.362358809
,108,31.303,-79.337,,161,235.234,53.181314,36.902,22.6867,22.6539,1026.1681,25.4771,3.9639,81.275,9.13E-01,-0.7866732,0.372958481
,108,31.303,-79.337,,162,236.693,53.115257,36.8867,22.6426,22.6098,1026.1736,25.4782,3.9612,81.15,8.82E-01,0.0521961,0.396782369
,108,31.303,-79.337,,163,238.148,53.075345,36.8992,22.5911,22.5575,1026.2025,25.5027,3.9732,81.326,8.58E-01,-0.2988972,0.38681132
,108,31.303,-79.337,,164,239.618,53.035281,36.8884,22.5659,22.5322,1026.206,25.5019,3.9627,81.07,8.36E-01,-0.917661,0.369238428
,108,31.303,-79.337,,165,241.076,53.015362,36.892,22.5427,22.5088,1026.2198,25.5113,3.9696,81.18,8.10E-01,-0.9678982,0.367811691
,108,31.303,-79.337,,166,242.538,52.999102,36.8873,22.5331,22.4992,1026.2232,25.5104,3.9798,81.374,7.87E-01,-0.9893415,0.367202701
,108,31.303,-79.337,,167,243.997,52.962035,36.8802,22.507,22.473,1026.2297,25.5125,3.9702,81.137,7.67E-01,-0.1104718,0.392162601
,108,31.303,-79.337,,168,245.455,52.925904,36.879,22.4739,22.4395,1026.2428,25.5213,3.9712,81.108,7.44E-01,-0.7969634,0.372666239
,108,31.303,-79.337,,169,246.918,52.890309,36.8768,22.4433,22.409,1026.2542,25.5283,3.9589,80.815,7.24E-01,0.2511086,0.402431484
,108,31.303,-79.337,,170,248.382,52.862804,36.8743,22.4203,22.3856,1026.2633,25.5331,3.9611,80.824,7.05E-01,-1.2858353,0.358782277
,108,31.303,-79.337,,171,249.844,52.838444,36.874,22.3976,22.3627,1026.274,25.5394,3.9613,80.796,6.86E-01,-0.5952254,0.378395599
,108,31.303,-79.337,,172,251.307,52.828284,36.8743,22.3875,22.3524,1026.2815,25.5426,3.9656,80.869,6.68E-01,-0.7170817,0.37493488
,108,31.303,-79.337,,173,252.771,52.826173,36.8722,22.3876,22.3524,1026.2842,25.541,3.9798,81.158,6.53E-01,-1.9502301,0.339913465
,108,31.303,-79.337,,174,254.229,52.820169,36.8695,22.3847,22.3494,1026.2873,25.5398,3.9655,80.862,6.36E-01,-1.6469121,0.348527696
,108,31.303,-79.337,,175,255.688,52.818405,36.8689,22.3833,22.3477,1026.2916,25.5398,3.9636,80.82,6.19E-01,-0.9820558,0.367409615
,108,31.303,-79.337,,176,257.156,52.781089,36.8586,22.3605,22.3247,1026.2947,25.5386,3.9767,81.05,6.06E-01,-0.9185386,0.369213504
,108,31.303,-79.337,,177,258.615,52.752625,36.8512,22.3428,22.3066,1026.2986,25.5381,3.9817,81.123,5.93E-01,-1.7735521,0.34493112
,108,31.303,-79.337,,178,260.071,52.724853,36.8474,22.3201,22.2841,1026.3065,25.5417,3.9901,81.26,5.79E-01,-1.2513051,0.359762935
,108,31.303,-79.337,,179,261.543,52.670534,36.8294,22.2907,22.2548,1026.3056,25.5363,4.0002,81.417,5.64E-01,-1.0599441,0.365197588
,108,31.303,-79.337,,180,262.996,52.591517,36.8256,22.2212,22.1849,1026.327,25.5533,3.9705,80.71,5.51E-01,-0.5893161,0.378563423
,108,31.303,-79.337,,181,264.465,52.427385,36.8063,22.0917,22.055,1026.3538,25.5755,3.8541,78.156,5.39E-01,0.1945086,0.400824044
,108,31.303,-79.337,,182,265.918,52.329611,36.807,21.9986,21.9632,1026.3849,25.602,3.8287,77.516,5.27E-01,0.0814557,0.397613342
,108,31.303,-79.337,,183,267.389,52.22169,36.8259,21.8758,21.8385,1026.439,25.6515,3.8336,77.454,5.16E-01,0.3410046,0.404984531
,108,31.303,-79.337,,184,268.841,52.12067,36.8279,21.7785,21.7415,1026.4724,25.6804,3.8209,77.063,5.04E-01,0.5414778,0.41067797
,108,31.303,-79.337,,185,270.309,51.978114,36.8241,21.6498,21.6129,1026.5101,25.7134,3.8093,76.654,4.94E-01,0.1867593,0.400603964
,108,31.303,-79.337,,186,271.775,51.879608,36.8245,21.5569,21.5201,1026.541,25.7397,3.8062,76.466,4.85E-01,-0.1495362,0.391053172
,108,31.303,-79.337,,187,273.227,51.797477,36.8152,21.4909,21.4539,1026.5568,25.751,3.809,76.427,4.75E-01,0.0003453,0.395309807
,108,31.303,-79.337,,188,274.695,51.685514,36.8141,21.3871,21.3498,1026.5895,25.7791,3.8065,76.235,4.65E-01,0.0842326,0.397692206
,108,31.303,-79.337,,189,276.16,51.61049,36.8192,21.31,21.273,1026.6192,25.8043,3.8121,76.245,4.57E-01,0.2695651,0.402955649
,108,31.303,-79.337,,190,277.618,51.587443,36.8218,21.2852,21.2481,1026.6324,25.8132,3.8199,76.369,4.49E-01,-0.3028205,0.386699898
,108,31.303,-79.337,,191,279.076,51.566426,36.821,21.2661,21.2288,1026.6415,25.8179,3.841,76.763,4.41E-01,-0.4514292,0.382479411
,108,31.303,-79.337,,192,280.545,51.526518,36.8252,21.2239,21.1859,1026.661,25.833,3.8997,77.88,4.33E-01,-0.4740193,0.381837852
,108,31.303,-79.337,,193,281.998,51.514071,36.8235,21.214,21.1761,1026.6667,25.8344,3.9009,77.889,4.25E-01,-0.7177926,0.37491469
,108,31.303,-79.337,,194,283.471,51.457611,36.8168,21.1676,21.1298,1026.6789,25.842,3.8913,77.63,4.18E-01,-0.2930478,0.386977442
,108,31.303,-79.337,,195,284.926,51.414032,36.8159,21.1283,21.0902,1026.6935,25.8523,3.8795,77.339,4.11E-01,0.4366384,0.407700531
,108,31.303,-79.337,,196,286.388,51.330788,36.7962,21.0713,21.0337,1026.6986,25.8528,3.8786,77.235,4.05E-01,-0.5441371,0.379846506
,108,31.303,-79.337,,197,287.848,51.293148,36.8078,21.023,20.9845,1026.7254,25.8752,3.8778,77.156,3.99E-01,-0.2407643,0.388462294
,108,31.303,-79.337,,198,289.318,51.234437,36.8037,20.9731,20.934,1026.7405,25.8859,3.8706,76.941,3.93E-01,0.4379913,0.407738953
,108,31.303,-79.337,,199,290.776,51.220593,36.8062,20.9562,20.9175,1026.7513,25.8923,3.8939,77.383,3.88E-01,0.7136374,0.415567302
,108,31.303,-79.337,,200,292.236,51.047024,36.8006,20.7995,20.7609,1026.7946,25.9309,3.9018,77.319,3.83E-01,0.0264493,0.39605116
,109,31.261,79.106,450,2,2.916,59.316552,36.2606,29.1831,29.1826,1022.9579,22.9495,3.6101,82.229,1.42E+03,0.8320542,0.418930339
,109,31.261,79.106,450,3,4.387,59.193835,36.2688,29.0603,29.0578,1023.0103,22.9977,4.3584,99.084,1.76E+03,0.7239957,0.415861478
,109,31.261,79.106,450,4,5.851,59.1163,36.268,28.9943,28.9928,1023.0358,23.0189,4.3467,98.712,1.15E+03,1.1911639,0.429129055
,109,31.261,79.106,450,5,7.296,59.061946,36.2671,28.9392,28.9383,1023.0577,23.0366,4.3621,98.974,1.04E+03,-0.5395637,0.379976391
,109,31.261,79.106,450,6,8.758,59.009002,36.2569,28.9051,28.9039,1023.0657,23.0404,4.3713,99.122,1.17E+03,0.3736711,0.405912259
,109,31.261,79.106,450,7,10.228,58.983629,36.2625,28.8752,28.8738,1023.0842,23.0547,4.3619,98.866,1.18E+03,0.67615,0.41450266
,109,31.261,79.106,450,8,11.685,58.917192,36.2831,28.7871,28.7842,1023.1339,23.1002,4.3471,98.4,1.02E+03,1.907277,0.449466667
,109,31.261,79.106,450,9,13.143,58.851766,36.2767,28.7344,28.7324,1023.1507,23.1127,4.3494,98.366,9.83E+02,0.8471564,0.419359242
,109,31.261,79.106,450,10,14.605,58.831675,36.2795,28.7122,28.7108,1023.1642,23.1219,4.3759,98.932,1.07E+03,-0.467073,0.382035127
,109,31.261,79.106,450,11,16.067,58.784441,36.2881,28.6585,28.6554,1023.1933,23.1468,4.3419,98.081,8.69E+02,-0.8256911,0.371850373
,109,31.261,79.106,450,12,17.518,58.756109,36.2828,28.6388,28.6358,1023.2001,23.1494,4.3233,97.627,8.71E+02,-0.3178232,0.386273821
,109,31.261,79.106,450,13,18.995,58.737796,36.2854,28.6159,28.6144,1023.2134,23.1585,4.3598,98.419,1.02E+03,-0.7540084,0.373886161
,109,31.261,79.106,450,14,20.456,58.705797,36.3033,28.5649,28.5623,1023.2484,23.1893,4.3851,98.916,1.05E+03,0.15052,0.399574768
,109,31.261,79.106,450,15,21.898,58.545337,36.3536,28.3533,28.3492,1023.3612,23.2978,4.4156,99.289,8.83E+02,-0.0767853,0.393119297
,109,31.261,79.106,450,16,23.373,58.335638,36.3854,28.1224,28.118,1023.4657,23.3981,4.4186,99.002,9.07E+02,-0.3428909,0.385561898
,109,31.261,79.106,450,17,24.837,58.145916,36.3832,27.9475,27.9434,1023.5258,23.4538,4.4297,98.969,7.47E+02,-0.2285547,0.388809047
,109,31.261,79.106,450,18,26.285,58.079862,36.3884,27.8821,27.8773,1023.5556,23.4794,4.4176,98.595,7.97E+02,-0.1391866,0.391347101
,109,31.261,79.106,450,19,27.749,58.03391,36.3811,27.8498,27.8444,1023.5651,23.4847,4.4082,98.329,7.38E+02,-0.1240098,0.391778122
,109,31.261,79.106,450,20,29.221,58.025754,36.3769,27.8464,27.8428,1023.5667,23.482,4.4416,99.068,6.33E+02,-0.6225509,0.377619554
,109,31.261,79.106,450,21,30.667,58.00368,36.3752,27.828,27.8229,1023.5762,23.4874,4.4769,99.824,6.53E+02,-0.7867963,0.372954985
,109,31.261,79.106,450,22,32.131,57.989657,36.3756,27.8145,27.8093,1023.5852,23.4921,4.4734,99.724,6.45E+02,-0.4210702,0.383341606
,109,31.261,79.106,450,23,33.591,57.967818,36.3776,27.7919,27.786,1023.5985,23.5012,4.4488,99.138,6.52E+02,0.1884446,0.400651827
,109,31.261,79.106,450,24,35.062,57.941081,36.3898,27.7511,27.746,1023.625,23.5234,4.4527,99.167,6.30E+02,0.7026317,0.41525474
,109,31.261,79.106,450,25,36.504,57.880992,36.4016,27.6805,27.6747,1023.6614,23.5556,4.4631,99.29,6.12E+02,0.2895627,0.403523581
,109,31.261,79.106,450,26,37.981,57.827099,36.4011,27.6319,27.6253,1023.6814,23.5713,4.4723,99.415,5.28E+02,-0.1009434,0.392433207
,109,31.261,79.106,450,27,39.438,57.815254,36.3946,27.6292,27.6221,1023.6817,23.5674,4.4585,99.1,5.61E+02,-0.1548777,0.390901473
,109,31.261,79.106,450,28,40.893,57.820001,36.3918,27.6362,27.6298,1023.6814,23.5629,4.4449,98.809,5.24E+02,-0.8667306,0.370684851
,109,31.261,79.106,450,29,42.363,57.81632,36.3894,27.6358,27.6288,1023.6841,23.5613,4.4516,98.955,5.86E+02,-0.6623095,0.37649041
,109,31.261,79.106,450,30,43.825,57.812561,36.3984,27.6206,27.6141,1023.7,23.5729,4.4675,99.289,4.76E+02,0.7882522,0.417686362
,109,31.261,79.106,450,31,45.271,57.766038,36.4118,27.5584,27.5518,1023.7346,23.6033,4.4943,99.79,4.78E+02,0.7610923,0.416915021
,109,31.261,79.106,450,32,46.735,57.729176,36.4094,27.5296,27.5216,1023.7468,23.6113,4.498,99.822,4.75E+02,0.225984,0.401717946
,109,31.261,79.106,450,33,48.205,57.702543,36.4115,27.501,27.4936,1023.7618,23.622,4.4676,99.105,4.61E+02,-0.4505472,0.38250446
,109,31.261,79.106,450,34,49.658,57.689538,36.4149,27.4857,27.4774,1023.7738,23.6299,4.4706,99.146,4.39E+02,-0.2009449,0.389593165
,109,31.261,79.106,450,35,51.111,57.676741,36.4114,27.477,27.4689,1023.7782,23.63,4.477,99.273,4.41E+02,0.4213923,0.407267541
,109,31.261,79.106,450,36,52.593,57.648487,36.4134,27.4488,27.4401,1023.7933,23.6407,4.4856,99.417,4.09E+02,-0.299286,0.386800278
,109,31.261,79.106,450,37,54.034,57.662369,36.4092,27.4662,27.4576,1023.7887,23.632,4.484,99.41,4.15E+02,-0.1859638,0.390018628
,109,31.261,79.106,450,38,55.511,57.660847,36.4109,27.4624,27.4535,1023.7955,23.6345,4.4784,99.28,4.04E+02,-1.6199685,0.349292895
,109,31.261,79.106,450,39,56.954,57.655462,36.4129,27.4548,27.4453,1023.8039,23.6387,4.4757,99.209,3.69E+02,-1.8474645,0.342832008
,109,31.261,79.106,450,40,58.425,57.653866,36.4069,27.4601,27.4507,1023.8018,23.6324,4.4762,99.226,3.60E+02,-1.2647207,0.359381932
,109,31.261,79.106,450,41,59.892,57.658399,36.4096,27.4601,27.4507,1023.8081,23.6345,4.4631,98.938,3.94E+02,-0.3367671,0.385735814
,109,31.261,79.106,450,42,61.342,57.636309,36.4153,27.433,27.4228,1023.8258,23.6479,4.4347,98.267,3.39E+02,-0.3322182,0.385865003
,109,31.261,79.106,450,43,62.806,57.627222,36.4127,27.4273,27.4174,1023.8298,23.6476,4.4547,98.699,3.57E+02,-1.1236081,0.36338953
,109,31.261,79.106,450,44,64.274,57.603431,36.4208,27.394,27.3842,1023.8508,23.6644,4.4751,99.103,3.34E+02,-0.1206106,0.391874659
,109,31.261,79.106,450,45,65.721,57.580746,36.4201,27.3746,27.3639,1023.8612,23.6705,4.4809,99.198,3.09E+02,0.6324221,0.413260788
,109,31.261,79.106,450,46,67.19,57.576051,36.4179,27.3726,27.3619,1023.8644,23.6695,4.4923,99.446,3.12E+02,-0.6468878,0.376928386
,109,31.261,79.106,450,47,68.65,57.549194,36.4375,27.3221,27.3115,1023.8997,23.7005,4.5035,99.622,2.97E+02,-0.8682155,0.37064268
,109,31.261,79.106,450,48,70.108,57.430015,36.4793,27.1645,27.1508,1023.9875,23.784,4.5204,99.755,2.92E+02,-0.2582532,0.387965609
,109,31.261,79.106,450,49,71.572,57.369059,36.4094,27.1864,27.1758,1023.9309,23.7232,4.5146,99.63,2.86E+02,0.3832814,0.406185192
,109,31.261,79.106,450,50,73.032,57.543655,36.4078,27.3567,27.3458,1023.879,23.6672,4.484,99.233,2.76E+02,0.3794944,0.406077641
,109,31.261,79.106,450,51,74.493,57.532111,36.4178,27.3304,27.3184,1023.8996,23.6835,4.4967,99.473,2.55E+02,-0.0824324,0.39295892
,109,31.261,79.106,450,52,75.96,57.542228,36.4193,27.3356,27.3252,1023.9028,23.6825,4.4686,98.865,2.66E+02,-0.1503754,0.391029339
,109,31.261,79.106,450,53,77.409,57.440426,36.4805,27.1696,27.1538,1024.0085,23.7839,4.4861,99.007,2.48E+02,-0.6124712,0.377905818
,109,31.261,79.106,450,54,78.876,57.365076,36.4659,27.1142,27.1026,1024.0183,23.7894,4.4929,99.065,2.37E+02,-0.8070209,0.372380606
,109,31.261,79.106,450,55,80.336,57.274297,36.4784,27.0152,27.0032,1024.0639,23.8307,4.5153,99.403,2.38E+02,-0.046463,0.393980451
,109,31.261,79.106,450,56,81.796,57.203378,36.4783,26.9505,26.9372,1024.0894,23.8519,4.5082,99.14,2.28E+02,1.225781,0.43011218
,109,31.261,79.106,450,57,83.267,57.164767,36.4873,26.8911,26.8903,1024.1154,23.8737,4.5183,99.29,2.23E+02,0.3171067,0.40430583
,109,31.261,79.106,450,58,84.712,56.944344,36.5912,26.5791,26.5563,1024.3049,24.0587,4.5542,99.584,2.19E+02,-2.1547895,0.334103978
,109,31.261,79.106,450,59,86.177,56.651786,36.54,26.3664,26.3535,1024.335,24.0843,4.5666,99.493,2.02E+02,-0.6907941,0.375681448
,109,31.261,79.106,450,60,87.654,56.453338,36.5048,26.2365,26.2084,1024.3586,24.1037,4.4807,97.364,2.01E+02,-0.3999321,0.383941928
,109,31.261,79.106,450,61,89.1,56.500132,36.5243,26.2396,26.2405,1024.3673,24.1081,4.4643,97.07,1.89E+02,-1.3982179,0.355590612
,109,31.261,79.106,450,62,90.55,56.296455,36.4714,26.1218,26.1078,1024.3736,24.11,4.4367,96.23,1.79E+02,-0.4178283,0.383433676
,109,31.261,79.106,450,63,92.028,56.318416,36.5182,26.0863,26.0742,1024.4238,24.1559,4.3411,94.13,1.71E+02,-0.1782476,0.390237768
,109,31.261,79.106,450,64,93.483,56.191587,36.5474,25.935,25.9186,1024.4991,24.2269,4.3392,93.86,1.59E+02,-0.8346207,0.371596772
,109,31.261,79.106,450,65,94.955,56.030046,36.6122,25.708,25.6931,1024.6228,24.3462,4.3878,94.587,1.50E+02,-2.5598197,0.322601121
,109,31.261,79.106,450,66,96.406,55.798832,36.5782,25.5308,25.5147,1024.657,24.376,4.4094,94.75,1.47E+02,-2.7591442,0.316940305
,109,31.261,79.106,450,67,97.86,55.782588,36.5501,25.5517,25.538,1024.6328,24.3475,4.3537,93.575,1.32E+02,-1.7298024,0.346173612
,109,31.261,79.106,450,68,99.329,55.781143,36.5548,25.5442,25.53,1024.643,24.3535,4.2522,91.385,1.23E+02,-0.4046216,0.383808747
,109,31.261,79.106,450,69,100.793,55.726265,36.5749,25.4703,25.4538,1024.6862,24.3923,4.1995,90.146,1.17E+02,-0.098831,0.3924932
,109,31.261,79.106,450,70,102.25,55.700433,36.5722,25.4485,25.4326,1024.6949,24.3968,4.2036,90.201,1.09E+02,-0.109716,0.392184066
,109,31.261,79.106,450,71,103.705,55.691601,36.5698,25.4427,25.427,1024.6992,24.3968,4.2011,90.138,9.93E+01,-0.2572578,0.387993878
,109,31.261,79.106,450,72,105.167,55.679389,36.5713,25.4291,25.4133,1024.7088,24.4021,4.1788,89.639,9.24E+01,-1.6094977,0.349590265
,109,31.261,79.106,450,73,106.638,55.648747,36.5811,25.389,25.3727,1024.7331,24.4221,4.1753,89.51,8.72E+01,-1.4850893,0.353123464
,109,31.261,79.106,450,74,108.1,55.590649,36.5984,25.3124,25.2966,1024.774,24.4587,4.191,89.74,7.79E+01,-0.3529558,0.385276055
,109,31.261,79.106,450,75,109.549,55.530631,36.6249,25.2257,25.2082,1024.8256,24.5059,4.2096,90.016,7.33E+01,0.0982816,0.398091197
,109,31.261,79.106,450,76,111.025,55.465346,36.6289,25.16,25.1435,1024.8528,24.5288,4.1962,89.636,6.88E+01,-1.097014,0.364144802
,109,31.261,79.106,450,77,112.477,55.375246,36.6105,25.0988,25.0816,1024.8622,24.5339,4.1609,88.778,6.31E+01,-1.3816488,0.356061174
,109,31.261,79.106,450,78,113.938,55.323472,36.6082,25.0533,25.0366,1024.8786,24.546,4.1046,87.511,5.97E+01,-1.3840941,0.355991728
,109,31.261,79.106,450,79,115.398,55.245084,36.6487,24.932,24.915,1024.9507,24.6138,4.0766,86.755,5.58E+01,-1.0457984,0.365599325
,109,31.261,79.106,450,80,116.85,55.089635,36.6495,24.7856,24.7682,1025.0006,24.6592,4.0845,86.706,5.17E+01,0.0753549,0.397440079
,109,31.261,79.106,450,81,118.321,54.995327,36.6389,24.7129,24.6949,1025.0192,24.6735,4.0498,85.858,4.96E+01,0.3043843,0.403944514
,109,31.261,79.106,450,82,119.787,54.937151,36.6506,24.6438,24.6248,1025.0537,24.7036,3.961,83.883,4.64E+01,0.7502294,0.416606515
,109,31.261,79.106,450,83,121.243,54.958765,36.6488,24.6642,24.6477,1025.0496,24.6953,3.9229,83.107,4.39E+01,1.2267047,0.430138413
,109,31.261,79.106,450,84,122.691,54.995745,36.6819,24.6592,24.6414,1025.0808,24.7223,3.948,83.646,4.25E+01,0.3522501,0.405303903
,109,31.261,79.106,450,85,124.164,54.929846,36.7081,24.5679,24.5481,1025.1333,24.7704,4.2029,88.916,4.07E+01,-0.5102375,0.380809255
,109,31.261,79.106,450,86,125.635,54.78642,36.6913,24.4504,24.434,1025.1595,24.7922,4.5002,95.014,3.85E+01,-1.5309741,0.351820336
,109,31.261,79.106,450,87,127.082,54.690555,36.693,24.3627,24.3444,1025.1922,24.8205,4.6277,97.557,3.72E+01,-1.7785369,0.344789552
,109,31.261,79.106,450,88,128.554,54.558441,36.6771,24.2605,24.2407,1025.2157,24.8396,4.6118,97.042,3.62E+01,-0.2348533,0.388630166
,109,31.261,79.106,450,89,130.007,54.500444,36.681,24.2006,24.182,1025.2406,24.8602,4.5453,95.55,3.49E+01,0.503499,0.409599372
,109,31.261,79.106,450,90,131.47,54.399163,36.6846,24.103,24.0833,1025.2773,24.8925,4.5232,94.926,3.28E+01,0.7509739,0.416627659
,109,31.261,79.106,450,91,132.94,54.327368,36.6859,24.0344,24.0154,1025.3029,24.9137,4.5034,94.401,3.10E+01,0.7039805,0.415293046
,109,31.261,79.106,450,92,134.386,54.260001,36.6866,23.971,23.9512,1025.327,24.9334,4.4591,93.37,2.95E+01,-0.5842849,0.378706309
,109,31.261,79.106,450,93,135.854,54.200414,36.6787,23.9249,23.9052,1025.339,24.9411,4.4214,92.503,2.88E+01,-1.9349561,0.340347247
,109,31.261,79.106,450,94,137.321,54.161095,36.6764,23.8914,23.871,1025.3518,24.9496,4.3935,91.865,2.73E+01,-1.9262705,0.340593918
,109,31.261,79.106,450,95,138.77,54.143201,36.6845,23.8649,23.8448,1025.37,24.9635,4.4112,92.197,2.58E+01,-0.9257964,0.369007382
,109,31.261,79.106,450,96,140.238,54.10857,36.6893,23.8256,23.8056,1025.3896,24.9788,4.4467,92.88,2.46E+01,0.3340464,0.404786918
,109,31.261,79.106,450,97,141.699,54.063551,36.6958,23.7766,23.7558,1025.4137,24.9985,4.4742,93.378,2.38E+01,-0.2824962,0.387277108
,109,31.261,79.106,450,98,143.158,54.0226,36.6944,23.7391,23.7187,1025.428,25.0085,4.4731,93.294,2.32E+01,-2.0850267,0.336085242
,109,31.261,79.106,450,99,144.632,53.980164,36.6954,23.6978,23.679,1025.4448,25.021,4.4696,93.16,2.22E+01,-0.9916688,0.367136606
,109,31.261,79.106,450,100,146.078,53.856765,36.6977,23.5822,23.56,1025.4861,25.0579,4.4455,92.467,2.10E+01,-0.4402512,0.382796866
,109,31.261,79.106,450,101,147.544,53.767393,36.6773,23.5227,23.5011,1025.4924,25.0597,4.4018,91.456,2.01E+01,-0.9768015,0.367558837
,109,31.261,79.106,450,102,149,53.738576,36.6813,23.4916,23.4703,1025.5088,25.0719,4.3493,90.317,1.96E+01,-1.6666942,0.347965885
,109,31.261,79.106,450,103,150.491,53.684929,36.6752,23.4457,23.4255,1025.5217,25.0804,4.3498,90.257,1.88E+01,-1.6141685,0.349457615
,109,31.261,79.106,450,104,151.92,53.639194,36.6921,23.3859,23.3632,1025.5572,25.1116,4.3558,90.291,1.79E+01,-0.7902121,0.372857976
,109,31.261,79.106,450,105,153.382,53.569616,36.6796,23.3347,23.3128,1025.5669,25.1169,4.3513,90.114,1.70E+01,-0.0027812,0.395221014
,109,31.261,79.106,450,106,154.85,53.527695,36.6686,23.3087,23.2869,1025.5704,25.1161,4.3515,90.071,1.61E+01,-0.2615725,0.387871341
,109,31.261,79.106,450,107,156.31,53.499124,36.6728,23.2775,23.2545,1025.5874,25.1288,4.3477,89.945,1.57E+01,-1.0258986,0.36616448
,109,31.261,79.106,450,108,157.778,53.473193,36.6691,23.2546,23.2345,1025.5947,25.1318,4.3512,89.985,1.52E+01,-0.8944967,0.369896294
