Nisken.no ,Station ,Latitude,Longitude,Bot. Depth.m,Depth,StrainGaugePressure,Conductivity,Salinity,Temperature,PotentialTemp.,Density,Sigmatheta,Oxygen,Oxygen,PAR.Irradiance,ISUS,Nitrate
,122,31.289,-79.487,503,18,26.291,59.006073,36.2268,28.9377,28.9333,1023.0839,23.0079,4.385,99.468,5.40E+02,0.8966052,0.420763588
,122,31.289,-79.487,503,19,27.754,59.00467,36.2265,28.9364,28.9317,1023.0884,23.0082,4.3996,99.798,5.29E+02,-1.1700827,0.362069651
,122,31.289,-79.487,503,20,29.205,59.0011,36.2249,28.9351,28.9301,1023.092,23.0076,4.3864,99.496,4.59E+02,-0.9908752,0.367159144
,122,31.289,-79.487,503,21,30.679,58.997396,36.2239,28.9323,28.9273,1023.0964,23.0078,4.3928,99.635,4.39E+02,-0.6213913,0.377652487
,122,31.289,-79.487,503,22,32.131,58.992315,36.2224,28.9294,28.924,1023.1005,23.0077,4.3832,99.413,4.62E+02,0.0090968,0.395558349
,122,31.289,-79.487,503,23,33.584,58.987729,36.2212,28.9267,28.921,1023.1049,23.0079,4.38,99.335,4.15E+02,0.8970875,0.420777285
,122,31.289,-79.487,503,24,35.054,58.983683,36.22,28.9237,28.918,1023.1092,23.0079,4.3843,99.426,4.38E+02,-1.6106265,0.349558207
,122,31.289,-79.487,503,25,36.513,58.976684,36.2161,28.9222,28.9161,1023.1112,23.0056,4.3747,99.206,3.83E+02,0.8668072,0.419917324
,122,31.289,-79.487,503,26,37.968,58.968283,36.2144,28.9165,28.9101,1023.1161,23.0064,4.3702,99.093,4.00E+02,-0.2252249,0.388903613
,122,31.289,-79.487,503,27,39.439,58.961357,36.2114,28.9136,28.907,1023.119,23.0051,4.382,99.353,3.77E+02,1.4939802,0.437729038
,122,31.289,-79.487,503,28,40.895,58.948887,36.2067,28.908,28.9013,1023.1217,23.0035,4.3899,99.52,3.54E+02,-0.1104473,0.392163297
,122,31.289,-79.487,503,29,42.358,58.931968,36.2022,28.8982,28.8912,1023.1259,23.0035,4.3756,99.179,3.41E+02,-1.1878525,0.361564989
,122,31.289,-79.487,503,30,43.817,58.887836,36.1927,28.8698,28.8625,1023.1326,23.006,4.3936,99.536,3.28E+02,-0.8873482,0.370099311
,122,31.289,-79.487,503,31,45.282,58.835935,36.1826,28.8361,28.8285,1023.1407,23.0098,4.4121,99.894,3.27E+02,-0.8403641,0.37143366
,122,31.289,-79.487,503,32,46.73,58.762692,36.1663,28.7887,28.7814,1023.1484,23.0133,4.4236,100.07,2.97E+02,-0.8683371,0.370639226
,122,31.289,-79.487,503,33,48.193,58.624568,36.1472,28.6908,28.6809,1023.1718,23.0324,4.4769,101.102,3.13E+02,-1.5303077,0.351839261
,122,31.289,-79.487,503,34,49.667,58.197527,36.0955,28.3628,28.3562,1023.2451,23.1013,4.5288,101.707,2.84E+02,-1.217822,0.360713855
,122,31.289,-79.487,503,35,51.112,57.883204,36.1136,28.0496,28.0422,1023.3666,23.2185,4.5515,101.708,2.77E+02,-0.1776978,0.390253382
,122,31.289,-79.487,503,36,52.575,57.738169,36.1364,27.8882,27.8794,1023.4413,23.289,4.5862,102.223,2.69E+02,-1.1907809,0.361481822
,122,31.289,-79.487,503,37,54.046,57.639063,36.1712,27.7522,27.7428,1023.5165,23.3599,4.6144,102.644,2.59E+02,-0.3564797,0.385175977
,122,31.289,-79.487,503,38,55.502,57.591474,36.1789,27.6977,27.689,1023.5441,23.3832,4.6273,102.845,2.52E+02,-0.0698072,0.393317476
,122,31.289,-79.487,503,39,56.963,57.518811,36.1732,27.6376,27.6296,1023.5635,23.3983,4.6409,103.043,2.42E+02,-0.0348601,0.394309973
,122,31.289,-79.487,503,40,58.43,57.269998,36.1873,27.3914,27.3813,1023.659,23.4894,4.6484,102.799,2.35E+02,0.3956142,0.406535443
,122,31.289,-79.487,503,41,59.88,57.095799,36.2213,27.1855,27.1762,1023.7552,23.5813,4.7067,103.756,2.23E+02,-1.7113772,0.346696888
,122,31.289,-79.487,503,42,61.347,56.93167,36.2228,27.033,27.0237,1023.8097,23.6315,4.7245,103.889,2.20E+02,-1.3342604,0.357407005
,122,31.289,-79.487,503,43,62.801,56.668827,36.2238,26.7903,26.7793,1023.893,23.7105,4.725,103.482,2.07E+02,-1.3971807,0.355620068
,122,31.289,-79.487,503,44,64.273,56.542045,36.2631,26.6218,26.6117,1023.9804,23.7936,4.7583,103.945,1.97E+02,-0.6058397,0.378094153
,122,31.289,-79.487,503,45,65.734,56.52087,36.2833,26.5766,26.5664,1024.0143,23.8232,4.7686,104.105,1.92E+02,-0.7185239,0.374893921
,122,31.289,-79.487,503,46,67.182,56.495959,36.29,26.5449,26.5343,1024.0338,23.8385,4.7546,103.747,1.78E+02,-1.613851,0.349466632
,122,31.289,-79.487,503,47,68.653,56.457282,36.2972,26.4997,26.4888,1024.0579,23.8583,4.7377,103.305,1.76E+02,-1.1268058,0.363298715
,122,31.289,-79.487,503,48,70.107,56.381636,36.2913,26.4368,26.426,1024.0777,23.8738,4.7728,103.959,1.65E+02,0.3008758,0.403844873
,122,31.289,-79.487,503,49,71.578,56.311288,36.2902,26.3732,26.3619,1024.1015,23.8932,4.7806,104.017,1.54E+02,-0.626131,0.37751788
,122,31.289,-79.487,503,50,73.032,56.266912,36.2935,26.3275,26.3161,1024.1227,23.9101,4.7864,104.066,1.48E+02,-2.0884307,0.335988568
,122,31.289,-79.487,503,51,74.493,56.246453,36.3001,26.3004,26.2885,1024.1406,23.9238,4.7892,104.083,1.35E+02,-0.4421319,0.382743454
,122,31.289,-79.487,503,52,75.954,56.213201,36.2952,26.2748,26.2636,1024.149,23.928,4.7769,103.771,1.30E+02,-0.3747927,0.384655887
,122,31.289,-79.487,503,53,77.415,56.102734,36.2902,26.1797,26.1678,1024.1798,23.9544,4.7638,103.32,1.27E+02,0.7216326,0.415794366
,122,31.289,-79.487,503,54,78.871,55.943314,36.3051,26.0121,26,1024.2481,24.0183,4.7914,103.635,1.22E+02,-2.0659903,0.336625875
,122,31.289,-79.487,503,55,80.341,55.792569,36.3072,25.8714,25.8587,1024.2982,24.0641,4.8214,104.039,1.21E+02,2.0122529,0.452447982
,122,31.289,-79.487,503,56,81.797,55.59392,36.3027,25.6919,25.6794,1024.3551,24.1167,4.8299,103.905,1.15E+02,-0.3488223,0.385393447
,122,31.289,-79.487,503,57,83.265,55.502958,36.3131,25.5947,25.5822,1024.3974,24.1547,4.8189,103.508,1.10E+02,-1.0554512,0.365325186
,122,31.289,-79.487,503,58,84.722,55.460634,36.3121,25.5568,25.5437,1024.4129,24.1659,4.8172,103.404,1.06E+02,0.0504603,0.396733073
,122,31.289,-79.487,503,59,86.17,55.395339,36.3015,25.509,25.4963,1024.4239,24.1726,4.8263,103.51,1.03E+02,-0.2223497,0.388985269
,122,31.289,-79.487,503,60,87.641,55.149355,36.2986,25.2843,25.2709,1024.4957,24.2399,4.8375,103.356,9.77E+01,-1.1428339,0.362843517
,122,31.289,-79.487,503,61,89.106,54.953443,36.3177,25.0788,25.0653,1024.5777,24.3175,4.8495,103.264,9.40E+01,-2.7995201,0.315793629
,122,31.289,-79.487,503,62,90.567,54.804879,36.3148,24.9436,24.9308,1024.621,24.3564,4.8622,103.297,8.95E+01,-1.7291693,0.346191592
,122,31.289,-79.487,503,63,92.015,54.692607,36.3228,24.83,24.8156,1024.6666,24.3976,4.8838,103.557,8.56E+01,-1.540997,0.351535685
,122,31.289,-79.487,503,64,93.487,54.613249,36.3405,24.7344,24.7192,1024.7136,24.4403,4.8672,103.047,8.03E+01,-1.089507,0.364358001
,122,31.289,-79.487,503,65,94.945,54.539195,36.3361,24.6695,24.6561,1024.7336,24.4561,4.8557,102.692,7.53E+01,-0.1389907,0.391352664
,122,31.289,-79.487,503,66,96.403,54.430704,36.3314,24.5745,24.5601,1024.7636,24.4816,4.8805,103.044,6.88E+01,1.2351604,0.430378555
,122,31.289,-79.487,503,67,97.869,54.207,36.336,24.3605,24.3461,1024.836,24.5496,4.8437,101.899,6.42E+01,-0.8943616,0.369900131
,122,31.289,-79.487,503,68,99.328,54.049099,36.3506,24.1956,24.1808,1024.9011,24.6103,4.8332,101.398,6.00E+01,-0.2692568,0.387653107
,122,31.289,-79.487,503,69,100.784,53.948965,36.3638,24.0859,24.0708,1024.9483,24.6531,4.8512,101.591,5.76E+01,-1.3697902,0.356397958
,122,31.289,-79.487,503,70,102.256,53.861631,36.3611,24.007,23.9923,1024.9742,24.6746,4.8621,101.682,5.61E+01,-1.2351284,0.360222353
,122,31.289,-79.487,503,71,103.705,53.752167,36.3602,23.9057,23.8904,1025.0082,24.7042,4.8451,101.148,5.38E+01,-1.4470722,0.35420315
,122,31.289,-79.487,503,72,105.177,53.652751,36.3613,23.8111,23.7967,1025.0412,24.7328,4.8468,101.022,5.06E+01,-2.3045811,0.329849897
,122,31.289,-79.487,503,73,106.629,53.532246,36.3646,23.6957,23.6791,1025.0828,24.7701,4.8459,100.801,4.82E+01,-1.4273768,0.354762499
,122,31.289,-79.487,503,74,108.095,53.35697,36.3764,23.5163,23.5008,1025.1488,24.8316,4.8283,100.132,4.50E+01,-1.4635484,0.353735225
,122,31.289,-79.487,503,75,109.549,53.191663,36.3932,23.341,23.3252,1025.2176,24.8959,4.8294,99.861,4.27E+01,-1.1322073,0.363145313
,122,31.289,-79.487,503,76,111.022,53.12009,36.4028,23.2624,23.2465,1025.2522,24.9262,4.8029,99.182,4.15E+01,-0.9502283,0.368313516
,122,31.289,-79.487,503,77,112.477,53.040925,36.4044,23.186,23.1701,1025.2801,24.9497,4.795,98.888,3.96E+01,-0.268261,0.387681388
,122,31.289,-79.487,503,78,113.938,52.945443,36.4036,23.0973,23.0814,1025.3097,24.9749,4.7744,98.312,3.77E+01,-1.4798691,0.353271718
,122,31.289,-79.487,503,79,115.399,52.834968,36.4225,22.9712,22.9544,1025.3653,25.0261,4.7807,98.235,3.59E+01,-1.7086222,0.34677513
,122,31.289,-79.487,503,80,116.856,52.78168,36.4261,22.9164,22.9,1025.3882,25.0446,4.7958,98.454,3.41E+01,1.2079125,0.429604715
,122,31.289,-79.487,503,81,118.326,52.690818,36.4229,22.835,22.8184,1025.4137,25.0658,4.7818,98.026,3.19E+01,-1.8771385,0.341989267
,122,31.289,-79.487,503,82,119.777,52.622109,36.4214,22.7736,22.7548,1025.4353,25.083,4.7829,97.939,3.06E+01,0.7966072,0.417923644
,122,31.289,-79.487,503,83,121.246,52.512678,36.421,22.6685,22.6526,1025.4688,25.1121,4.7976,98.064,2.89E+01,-1.7934367,0.344366398
,122,31.289,-79.487,503,84,122.706,52.428755,36.4353,22.5738,22.5558,1025.5119,25.1508,4.8022,98.001,2.74E+01,-0.8100238,0.372295324
,122,31.289,-79.487,503,85,124.161,52.390788,36.4359,22.5363,22.5194,1025.5271,25.1617,4.8149,98.196,2.57E+01,0.3269721,0.404586008
,122,31.289,-79.487,503,86,125.63,52.285188,36.4207,22.4557,22.4382,1025.5432,25.1733,4.7918,97.578,2.45E+01,-1.0553437,0.365328239
,122,31.289,-79.487,503,87,127.083,52.140959,36.4201,22.3199,22.3023,1025.586,25.2116,4.754,96.578,2.32E+01,0.0312159,0.396186532
,122,31.289,-79.487,503,88,128.553,52.014839,36.4272,22.1932,22.1757,1025.6318,25.253,4.7506,96.297,2.16E+01,0.2387742,0.402081187
,122,31.289,-79.487,503,89,130.017,51.936384,36.441,22.1036,22.0847,1025.6725,25.2893,4.7529,96.197,2.05E+01,0.2796858,0.403243077
,122,31.289,-79.487,503,90,131.468,51.903372,36.4428,22.0686,22.0511,1025.6877,25.3001,4.7391,95.862,1.95E+01,-1.3095923,0.358107579
,122,31.289,-79.487,503,91,132.928,51.845924,36.4376,22.0211,22.0027,1025.7018,25.3099,4.7004,94.996,1.82E+01,0.1310656,0.399022263
,122,31.289,-79.487,503,92,134.393,51.76709,36.4373,21.947,21.9285,1025.7269,25.3306,4.6799,94.456,1.70E+01,-0.113063,0.392089011
,122,31.289,-79.487,503,93,135.86,51.697865,36.4292,21.8909,21.8725,1025.7409,25.3402,4.6607,93.972,1.61E+01,-1.2478399,0.359861347
,122,31.289,-79.487,503,94,137.315,51.610113,36.4329,21.8032,21.7842,1025.7729,25.3678,4.6297,93.203,1.52E+01,-0.7377857,0.374346886
,122,31.289,-79.487,503,95,138.771,51.513305,36.4191,21.7276,21.7088,1025.788,25.3784,4.6256,92.989,1.42E+01,-0.7671074,0.37351415
,122,31.289,-79.487,503,96,140.241,51.46806,36.4459,21.6539,21.6348,1025.8335,25.4195,4.6055,92.477,1.33E+01,-1.6152204,0.349427741
,122,31.289,-79.487,503,97,141.699,51.398856,36.4313,21.6052,21.586,1025.8403,25.422,4.5841,91.959,1.24E+01,-1.564494,0.35086837
,122,31.289,-79.487,503,98,143.159,51.364025,36.434,21.569,21.5496,1025.8569,25.4342,4.5473,91.164,1.16E+01,-1.5557913,0.351115527
,122,31.289,-79.487,503,99,144.622,51.339703,36.4229,21.5577,21.5387,1025.8558,25.4288,4.5302,90.799,1.08E+01,-0.1645989,0.390625391
,122,31.289,-79.487,503,100,146.078,51.261125,36.416,21.4927,21.4729,1025.8733,25.4418,4.4931,89.947,1.00E+01,0.6733086,0.414421964
,122,31.289,-79.487,503,101,147.548,51.101475,36.3912,21.3703,21.3504,1025.8928,25.4569,4.435,88.577,9.31E+00,-0.3432276,0.385552336
,122,31.289,-79.487,503,102,149.005,50.989682,36.4022,21.2518,21.2314,1025.9386,25.4982,4.4244,88.183,8.72E+00,-0.1416331,0.39127762
,122,31.289,-79.487,503,103,150.462,50.917015,36.4069,21.1768,21.157,1025.9671,25.5223,4.3768,87.121,8.10E+00,1.7131067,0.44395223
,122,31.289,-79.487,503,104,151.927,50.807686,36.4054,21.0745,21.0544,1025.9987,25.5494,4.2719,84.875,7.53E+00,0.4785592,0.408891081
,122,31.289,-79.487,503,105,153.392,50.677494,36.3996,20.9581,20.9381,1026.0307,25.5768,4.1552,82.384,7.04E+00,1.968358,0.451201367
,122,31.289,-79.487,503,106,154.846,50.528517,36.4187,20.7935,20.7736,1026.0947,25.6363,4.1093,81.241,6.56E+00,2.7557666,0.473563771
,122,31.289,-79.487,503,107,156.31,50.429537,36.4419,20.6743,20.6526,1026.1498,25.6869,4.0593,80.087,6.14E+00,2.7402393,0.473122796
,122,31.289,-79.487,503,108,157.773,50.39379,36.4421,20.6389,20.6182,1026.1636,25.6963,4.0292,79.446,5.74E+00,3.9384296,0.507151401
,122,31.289,-79.487,503,109,159.236,50.339096,36.44,20.5889,20.568,1026.18,25.7083,3.9909,78.617,5.39E+00,3.5089242,0.494953447
,122,31.289,-79.487,503,110,160.69,50.303784,36.4334,20.5624,20.5419,1026.1864,25.7103,3.9588,77.945,5.05E+00,3.3373389,0.490080425
,122,31.289,-79.487,503,111,162.155,50.197679,36.4206,20.477,20.4557,1026.2044,25.7238,3.9385,77.419,4.77E+00,6.8674351,0.590335157
,122,31.289,-79.487,503,112,163.618,50.096534,36.4144,20.3871,20.3652,1026.2285,25.7435,3.9267,77.058,4.49E+00,4.8796125,0.533880995
,122,31.289,-79.487,503,113,165.081,49.918123,36.3858,20.2507,20.2297,1026.2476,25.758,3.8881,76.101,4.20E+00,3.1907752,0.485918016
,122,31.289,-79.487,503,114,166.546,49.708429,36.3717,20.0669,20.0454,1026.2907,25.7964,3.8679,75.445,3.95E+00,4.0936771,0.51156043
,122,31.289,-79.487,503,115,167.996,49.637853,36.3785,19.9918,19.9699,1026.3204,25.8217,3.8669,75.325,3.72E+00,4.1503506,0.513169957
,122,31.289,-79.487,503,116,169.459,49.581979,36.375,19.9422,19.9204,1026.3354,25.8322,3.8559,75.042,3.50E+00,5.0223688,0.537935274
,122,31.289,-79.487,503,117,170.928,49.512855,36.3641,19.8881,19.8665,1026.3457,25.8381,3.8425,74.703,3.29E+00,4.7314678,0.529673686
,122,31.289,-79.487,503,118,172.381,49.453446,36.358,19.8386,19.8167,1026.3587,25.8466,3.8199,74.193,3.08E+00,4.3186422,0.517949438
,122,31.289,-79.487,503,119,173.85,49.362228,36.3517,19.7579,19.7357,1026.3797,25.8632,3.7984,73.664,2.89E+00,5.4202991,0.549236494
,122,31.289,-79.487,503,120,175.308,49.31416,36.3483,19.7157,19.6938,1026.3925,25.8716,3.7615,72.892,2.72E+00,5.3003931,0.545831164
,122,31.289,-79.487,503,121,176.768,49.244574,36.3496,19.6478,19.625,1026.4161,25.8906,3.7459,72.499,2.56E+00,5.1436649,0.541380083
,122,31.289,-79.487,503,122,178.227,49.208218,36.3517,19.6098,19.5873,1026.432,25.9022,3.7504,72.535,2.40E+00,4.9752728,0.536597748
,122,31.289,-79.487,503,123,179.695,49.143397,36.3432,19.5575,19.5347,1026.4438,25.9095,3.7186,71.848,2.25E+00,4.7227045,0.529424808
,122,31.289,-79.487,503,124,181.153,49.087856,36.3379,19.5099,19.4873,1026.4566,25.9178,3.6943,71.315,2.11E+00,5.692042,0.556953993
,122,31.289,-79.487,503,125,182.614,49.032703,36.3389,19.4555,19.4325,1026.4761,25.9329,3.6885,71.131,1.98E+00,5.0652931,0.539154324
,122,31.289,-79.487,503,126,184.071,49.003169,36.3426,19.423,19.3996,1026.4919,25.9443,3.6812,70.95,1.86E+00,5.4165684,0.549130543
,122,31.289,-79.487,503,127,185.54,48.961384,36.3331,19.3931,19.3701,1026.4967,25.9447,3.6343,70.003,1.74E+00,7.7013767,0.614019098
,122,31.289,-79.487,503,128,186.998,48.879284,36.323,19.3256,19.3023,1026.5111,25.9547,3.5911,69.08,1.65E+00,7.1318109,0.59784343
,122,31.289,-79.487,503,129,188.457,48.801984,36.3221,19.2526,19.2291,1026.534,25.973,3.5565,68.322,1.54E+00,5.3497786,0.547233712
,122,31.289,-79.487,503,130,189.92,48.659904,36.3019,19.1384,19.1152,1026.5525,25.987,3.4981,67.052,1.45E+00,8.1684101,0.627282847
,122,31.289,-79.487,503,131,191.39,48.52387,36.2997,19.0109,18.9864,1026.5887,26.0184,3.4557,66.08,1.36E+00,6.5489241,0.581289444
,122,31.289,-79.487,503,132,192.838,48.388816,36.2906,18.8904,18.8674,1026.6168,26.042,3.402,64.907,1.28E+00,7.3956998,0.605337874
,122,31.289,-79.487,503,133,194.312,48.221913,36.2926,18.7278,18.7033,1026.665,26.0855,3.3617,63.943,1.21E+00,7.4407282,0.606616681
,122,31.289,-79.487,503,134,195.767,48.140217,36.3008,18.64,18.6158,1026.698,26.114,3.3269,63.182,1.14E+00,8.3442378,0.632276354
,122,31.289,-79.487,503,135,197.228,48.039724,36.2976,18.5458,18.5217,1026.724,26.1354,3.2762,62.107,1.08E+00,8.5333163,0.637646183
,122,31.289,-79.487,503,136,198.685,47.928595,36.2833,18.4546,18.4311,1026.7406,26.1474,3.248,61.464,1.03E+00,9.7225165,0.671419469
,122,31.289,-79.487,503,137,200.157,47.7782,36.2836,18.3089,18.2839,1026.7826,26.1847,3.2314,60.983,9.82E-01,10.44048,0.691809632
,122,31.289,-79.487,503,138,201.607,47.718568,36.2903,18.2434,18.2193,1026.8084,26.206,3.1867,60.067,9.38E-01,8.6804277,0.641824147
,122,31.289,-79.487,503,139,203.078,47.61462,36.2829,18.151,18.1267,1026.8305,26.2235,3.149,59.252,8.94E-01,9.0445187,0.652164331
,122,31.289,-79.487,503,140,204.529,47.539299,36.2903,18.0694,18.0447,1026.8612,26.2496,3.1406,59.005,8.58E-01,8.8750191,0.647350542
,122,31.289,-79.487,503,141,206.002,47.505871,36.298,18.0283,18.0037,1026.8817,26.2657,3.1215,58.605,8.22E-01,7.880949,0.619118952
,122,31.289,-79.487,503,142,207.454,47.477229,36.2973,18.0009,17.9762,1026.8924,26.2721,3.0864,57.916,7.87E-01,9.7208364,0.671371754
,122,31.289,-79.487,503,143,208.924,47.4255,36.2912,17.9573,17.9325,1026.9031,26.2782,3.0563,57.302,7.60E-01,11.697419,0.7275067
,122,31.289,-79.487,503,144,210.382,47.375949,36.288,17.9127,17.8877,1026.9162,26.2869,3.0342,56.837,7.32E-01,10.705136,0.699325862
,122,31.289,-79.487,503,145,211.837,47.298169,36.2778,17.8484,17.8235,1026.9288,26.2949,3.006,56.237,7.06E-01,11.24003,0.714516852
,122,31.289,-79.487,503,146,213.316,47.161682,36.2701,17.7244,17.699,1026.9583,26.3197,2.9935,55.869,6.81E-01,9.8754295,0.675762198
,122,31.289,-79.487,503,147,214.756,47.097227,36.2752,17.6559,17.6304,1026.9836,26.3405,2.986,55.659,6.60E-01,10.135815,0.683157146
,122,31.289,-79.487,503,148,216.231,47.058364,36.2774,17.6154,17.59,1026.9997,26.3521,2.9729,55.374,6.39E-01,10.889242,0.704554473
,122,31.289,-79.487,503,149,217.687,47.000715,36.2646,17.5734,17.5481,1027.0045,26.3525,2.9675,55.226,6.16E-01,12.751032,0.757429309
,122,31.289,-79.487,503,150,219.152,46.937641,36.2656,17.511,17.4854,1027.0252,26.3687,2.9646,55.106,5.98E-01,11.790143,0.730140061
,122,31.289,-79.487,503,151,220.611,46.862084,36.2555,17.4482,17.4225,1027.0373,26.3762,2.9548,54.855,5.79E-01,12.299148,0.744595803
,122,31.289,-79.487,503,152,222.073,46.801476,36.2521,17.3928,17.3667,1027.0528,26.3872,2.9566,54.829,5.60E-01,12.562932,0.752087269
,122,31.289,-79.487,503,153,223.535,46.74966,36.2467,17.348,17.322,1027.064,26.3939,2.9618,54.876,5.43E-01,10.875864,0.704174538
,122,31.289,-79.487,503,154,224.993,46.706477,36.2456,17.3071,17.2809,1027.0777,26.4031,2.9666,54.923,5.26E-01,9.161146,0.655476546
,122,31.289,-79.487,503,155,226.467,46.649905,36.2317,17.2671,17.241,1027.0811,26.402,2.9748,55.029,5.11E-01,9.3529052,0.660922508
,122,31.289,-79.487,503,156,227.911,46.592962,36.2149,17.2306,17.2047,1027.0815,26.3979,2.9828,55.132,4.97E-01,12.760096,0.757686726
,122,31.289,-79.487,503,157,229.377,46.494286,36.2019,17.1475,17.1212,1027.0963,26.408,2.9893,55.16,4.85E-01,9.367373,0.661333393
,122,31.289,-79.487,503,158,230.846,46.33121,36.1826,17.0105,16.9835,1027.1193,26.4263,2.9968,55.147,4.71E-01,11.585675,0.72433317
,122,31.289,-79.487,503,159,232.298,46.281555,36.1884,16.9552,16.9286,1027.1415,26.4439,2.9949,55.055,4.59E-01,11.75592,0.729168128
,122,31.289,-79.487,503,160,233.774,46.218644,36.1681,16.9155,16.8892,1027.1397,26.4377,2.9934,54.979,4.46E-01,11.760818,0.729307231
,122,31.289,-79.487,503,161,235.222,46.136473,36.1631,16.8405,16.8134,1027.1586,26.452,3.005,55.112,4.35E-01,13.55602,0.780290968
,122,31.289,-79.487,503,162,236.696,46.057855,36.1459,16.7826,16.756,1027.1636,26.4524,3.0158,55.243,4.25E-01,11.705724,0.727742562
,122,31.289,-79.487,503,163,238.14,45.923188,36.1254,16.673,16.6454,1027.1788,26.4629,3.0197,55.191,4.16E-01,12.044453,0.737362465
,122,31.289,-79.487,503,164,239.621,45.846457,36.1145,16.6097,16.5829,1027.1898,26.4693,3.022,55.161,4.08E-01,11.941076,0.734426558
,122,31.289,-79.487,503,165,241.065,45.736295,36.0967,16.5208,16.4936,1027.2018,26.4766,3.0305,55.215,3.99E-01,11.845232,0.731704589
,122,31.289,-79.487,503,166,242.54,45.557346,36.065,16.3801,16.3535,1027.2151,26.4851,3.0361,55.157,3.91E-01,13.590129,0.781259664
,122,31.289,-79.487,503,167,243.999,45.41635,36.0652,16.2413,16.2134,1027.2527,26.518,3.0348,54.985,3.83E-01,13.13027,0.768199668
,122,31.289,-79.487,503,168,245.458,45.323198,36.05,16.1654,16.1383,1027.2631,26.5237,3.0232,54.69,3.76E-01,12.507267,0.750506383
,122,31.289,-79.487,503,169,246.914,45.261673,36.0531,16.1016,16.074,1027.285,26.541,3.0129,54.436,3.70E-01,13.572839,0.780768628
,122,31.289,-79.487,503,170,248.385,45.234438,36.0479,16.0803,16.0527,1027.2904,26.5419,3.006,54.288,3.63E-01,13.28736,0.772661024
,122,31.289,-79.487,503,171,249.843,45.069372,35.9801,15.9913,15.9652,1027.263,26.5098,2.9896,53.878,3.57E-01,13.626785,0.782300694
,122,31.289,-79.487,503,172,251.305,44.636687,35.9154,15.634,15.6054,1027.301,26.5422,3.0002,53.667,3.50E-01,14.65508,0.811504272
,122,31.289,-79.487,503,173,252.78,44.493796,35.977,15.4255,15.3982,1027.4004,26.6367,3.0135,53.707,3.45E-01,14.802004,0.815676914
,122,31.289,-79.487,503,174,254.228,44.474417,35.9708,15.4124,15.3852,1027.403,26.6347,3.012,53.663,3.40E-01,13.828728,0.788035875
,122,31.289,-79.487,503,175,255.685,44.451402,35.9607,15.4001,15.3735,1027.4023,26.6296,3.0043,53.511,3.35E-01,13.626183,0.782283597
,122,31.289,-79.487,503,176,257.148,44.410686,35.9626,15.3575,15.3295,1027.4182,26.6409,3.0103,53.572,3.30E-01,13.637101,0.782593668
,122,31.289,-79.487,503,177,258.618,44.369411,35.944,15.3361,15.3089,1027.413,26.6312,2.9952,53.276,3.26E-01,14.397228,0.804181275
,122,31.289,-79.487,503,178,260.076,44.297461,35.9208,15.2905,15.2633,1027.4099,26.6236,2.9786,52.927,3.22E-01,14.580503,0.809386285
,122,31.289,-79.487,503,179,261.538,44.116586,35.8814,15.1528,15.1255,1027.4152,26.624,2.955,52.352,3.18E-01,15.532919,0.8364349
,122,31.289,-79.487,503,180,262.999,43.871502,35.8526,14.9385,14.9105,1027.4457,26.6493,2.9663,52.319,3.14E-01,16.392684,0.860852226
,122,31.289,-79.487,503,181,264.462,43.758314,35.8706,14.8072,14.7787,1027.4935,26.6922,2.9662,52.185,3.10E-01,17.760762,0.899705641
,122,31.289,-79.487,503,182,265.924,43.679215,35.8577,14.7414,14.7142,1027.5023,26.6964,2.9677,52.141,3.07E-01,16.305237,0.858368731
,122,31.289,-79.487,503,183,267.384,43.528238,35.8373,14.6124,14.584,1027.5198,26.7091,2.9663,51.975,3.03E-01,15.134185,0.825110854
,122,31.289,-79.487,503,184,268.847,43.465546,35.8403,14.546,14.5186,1027.541,26.7256,2.9605,51.806,3.00E-01,16.441889,0.862249648
,122,31.289,-79.487,503,185,270.308,43.387087,35.8269,14.4816,14.4536,1027.5494,26.7293,2.9557,51.651,2.97E-01,16.902985,0.875344774
,122,31.289,-79.487,503,186,271.77,43.297939,35.8098,14.4104,14.3827,1027.5562,26.7314,2.9597,51.644,2.94E-01,16.437672,0.862129885
,122,31.289,-79.487,503,187,273.232,43.203438,35.8069,14.3185,14.2906,1027.5785,26.749,2.9627,51.598,2.91E-01,17.48553,0.891889052
,122,31.289,-79.487,503,188,274.694,43.132681,35.8005,14.2542,14.226,1027.592,26.7578,2.9604,51.49,2.89E-01,15.992665,0.849491686
,122,31.289,-79.487,503,189,276.153,43.079573,35.7844,14.2171,14.19,1027.5919,26.7531,2.9546,51.346,2.86E-01,16.349312,0.859620461
,122,31.289,-79.487,503,190,277.631,43.00412,35.7688,14.1583,14.1305,1027.5972,26.7538,2.9532,51.256,2.84E-01,16.315446,0.858658666
,122,31.289,-79.487,503,191,279.075,42.898381,35.7556,14.0654,14.0373,1027.6117,26.7634,2.9502,51.104,2.81E-01,15.403967,0.832772663
,122,31.289,-79.487,503,192,280.536,42.782472,35.7425,13.9636,13.9356,1027.6279,26.7748,2.932,50.681,2.79E-01,17.027963,0.878894149
,122,31.289,-79.487,503,193,282.009,42.583411,35.6922,13.816,13.7878,1027.6251,26.767,2.9206,50.318,2.76E-01,16.47497,0.863189148
,122,31.289,-79.487,503,194,283.464,42.370122,35.6628,13.6314,13.6036,1027.646,26.7827,2.9193,50.099,2.74E-01,17.157001,0.882558828
